Scheduling Policy,n,rho,Num Customers,Avg Waiting Time,Confidence Interval,Std,Mean
SJF,4,0.99,27500,33.61301,"(28.47289, 38.75312)",17.90468,33.61301
SJF,4,0.99,30000,34.20304,"(29.02689, 39.37919)",18.0302,34.20304
SJF,4,0.99,32500,34.76843,"(29.54827, 39.98858)",18.1835,34.76843
SJF,4,0.99,35000,35.17028,"(29.9351, 40.40546)",18.23582,35.17028
SJF,4,0.99,37500,35.51762,"(30.28467, 40.75057)",18.22806,35.51762
SJF,4,0.99,40000,35.51017,"(30.36314, 40.6572)",17.92877,35.51017
SJF,4,0.99,42500,35.57985,"(30.49856, 40.66115)",17.69978,35.57985
SJF,4,0.99,45000,35.90781,"(30.94396, 40.87166)",17.29069,35.90781
SJF,4,0.99,47500,36.43206,"(31.57199, 41.29213)",16.9292,36.43206
SJF,4,0.99,50000,36.96956,"(32.16297, 41.77616)",16.74292,36.96956
